features,labels,item_list
"[9.0, 9.0, 1.0, 1.0, 0.5, 0.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.55167633732599, 3.1162018857068245, 3.022879022992326, 1.6768143982764243, 0.7463571742218983, 5.012610531634376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'FloorLamp', 'CoffeeTable']"
"[9.0, 10.0, 1.0, 1.0, 2.0, 2.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.1141354253433144, 7.6605812428525635, 0.9755049489892207, 5.0978896551733826, 2.958672122542904, 2.3051539610497835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Couch', 'Bookcase']"
"[10.0, 8.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.5, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0]","[3.3494891170538468, 2.294584909665822, 7.828133426268031, 0.8225606319893797, 8.611930202306219, 2.3854384467110363, 0.591212666543961, 2.174852010667537, 3.8508054508377016, 6.046047205837469, 0.0, 0.0]","['FloorLamp', 'Armchair', 'Chest', 'Closet', 'MediaUnit']"
"[9.0, 12.0, 1.5, 1.0, 2.5, 2.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.903578692355157, 4.239378329992519, 0.02350435669743811, 9.001754484810732, 1.9716874761131802, 5.529453049364412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Couch', 'Bookcase']"
"[12.0, 8.0, 1.5, 1.0, 1.0, 1.5, 0.5, 0.5, 1.0, 1.0, 2.5, 1.0, 0.0, 0.0]","[3.472487794900752, 2.485485797109248, 2.969748977646283, 3.779567914433758, 2.237043394015779, 3.4285419319299137, 0.06181021216279292, 6.2039540681518215, 7.333306637358752, 2.1125002645736313, 0.0, 0.0]","['WorkDesk', 'Chest', 'FloorLamp', 'Armchair', 'Bookcase']"
"[10.0, 10.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.5, 1.5, 1.0, 0.0, 0.0]","[2.0532583681851406, 3.3329779256441974, 0.29813277533941096, 3.844729283480617, 4.188487382974882, 7.415517486989322, 0.8267850634627338, 7.062090512993736, 0.21490953833959542, 1.3373402884119805, 0.0, 0.0]","['Closet', 'Armchair', 'MediaUnit', 'WorkDesk', 'Chest']"
"[10.0, 9.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.5, 2.0, 2.5, 1.0, 1.5, 0.5, 0.5]","[8.170061510865647, 2.4009262856667046, 0.5860393533037268, 6.801703169300891, 6.709836613401139, 1.105224810729407, 0.9730507445737917, 1.3115538783780851, 6.82626224670429, 4.755710935047038, 3.1947968396359454, 0.42788676895312294]","['Armchair', 'MediaUnit', 'Bookcase', 'Couch', 'WorkDesk', 'FloorLamp']"
"[8.0, 11.0, 1.5, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.763301608698226, 0.8687924919854495, 3.502229951216183, 7.229343655850975, 0.9289275497546302, 9.194141950219493, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'MediaUnit', 'Armchair']"
"[11.0, 12.0, 2.0, 2.5, 1.0, 1.0, 2.0, 2.0, 2.0, 1.5, 2.0, 1.0, 0.0, 0.0]","[2.1725344950787484, 9.136170599730491, 7.339657789707984, 7.638582189629181, 8.61942067048824, 6.195192511337716, 8.5526244632941, 1.2511116031436602, 2.5823995511595594, 1.6097500341510391, 0.0, 0.0]","['Couch', 'Armchair', 'Closet', 'CoffeeTable', 'MediaUnit']"
"[12.0, 9.0, 2.0, 2.5, 1.0, 1.5, 2.0, 2.0, 2.5, 1.0, 1.0, 1.5, 0.5, 0.5]","[6.520835603316919, 2.700088044708469, 9.319830465132064, 3.1251190316540116, 2.388492875363919, 1.1526594397030623, 8.184469321647123, 1.4007808865313782, 0.012359743959683533, 4.153175606156312, 11.00527674213667, 3.9716334626293626]","['Couch', 'Chest', 'Closet', 'Bookcase', 'WorkDesk', 'FloorLamp']"
"[10.0, 11.0, 0.5, 0.5, 1.5, 2.0, 1.5, 1.0, 1.0, 1.0, 2.5, 1.0, 2.0, 1.0]","[4.778910334713215, 9.825348403729663, 8.15574917897306, 5.053874764518542, 4.2480819585919125, 5.874661662373633, 8.859769392524177, 9.564414431905044, 1.71075056509889, 2.9347516507064486, 3.9699551025642874, 4.762831458822561]","['FloorLamp', 'CoffeeTable', 'Chest', 'Armchair', 'Bookcase', 'MediaUnit']"
"[12.0, 8.0, 1.5, 1.0, 0.5, 0.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.861990676433715, 4.218849523848457, 9.190362288251647, 2.743929088278046, 1.0989200944039872, 0.7388989872461551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'FloorLamp', 'Bookcase']"
"[9.0, 10.0, 1.0, 2.5, 2.0, 2.0, 0.5, 0.5, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[5.888095256332832, 1.2688198805303974, 4.864763113560758, 4.679311475456099, 0.5451911276728183, 6.047203430722, 1.0687567174252512, 1.1889083918082564, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'FloorLamp', 'CoffeeTable']"
"[8.0, 9.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.5, 1.5, 1.0, 0.0, 0.0]","[3.997782596092511, 0.6011085076381795, 0.4928920150052376, 6.826520946364015, 5.152202979753268, 7.003704913861284, 2.0557515404014204, 1.7777386943058715, 6.459375563117976, 7.958261474797524, 0.0, 0.0]","['MediaUnit', 'Closet', 'Armchair', 'Couch', 'WorkDesk']"
"[8.0, 8.0, 1.5, 1.0, 2.0, 1.0, 2.0, 2.0, 0.5, 0.5, 2.5, 2.0, 0.0, 0.0]","[0.704164335975031, 2.748208747178502, 5.591817772814841, 1.2433275583655392, 5.88612454502142, 5.077247805464198, 2.789977014839903, 2.990932250093214, 1.3901237366930679, 0.2801398008094027, 0.0, 0.0]","['WorkDesk', 'MediaUnit', 'Closet', 'FloorLamp', 'Couch']"
"[8.0, 12.0, 2.5, 2.0, 2.0, 1.0, 1.5, 1.0, 1.5, 1.0, 0.5, 0.5, 0.0, 0.0]","[2.367394966634328, 4.502717991476587, 5.207029715227023, 2.474319072915425, 5.977432260782535, 0.6803709073240618, 1.7460004382952143, 10.193303529969585, 0.9921526365994295, 2.94418470539252, 0.0, 0.0]","['Couch', 'MediaUnit', 'Chest', 'WorkDesk', 'FloorLamp']"
"[12.0, 9.0, 1.0, 2.5, 1.0, 1.5, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.46224709280193, 2.580350280380542, 5.747661167802787, 3.700975789441538, 10.851208086936493, 7.060543918342812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Chest', 'WorkDesk']"
"[12.0, 10.0, 1.0, 1.0, 2.0, 2.0, 2.5, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[4.409907777720322, 0.3431424569961473, 6.813654233409078, 6.7700714719163, 6.244457908130947, 0.8239707756648844, 8.924108705318101, 7.3974259316126005, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Closet', 'Couch', 'MediaUnit']"
"[10.0, 11.0, 2.0, 1.0, 2.0, 2.0, 1.5, 1.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[5.958494954178212, 4.869058128333319, 0.19944162141488242, 0.3122333793739368, 5.32118644617886, 7.50316810610284, 6.945033913866143, 2.252699912308303, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Closet', 'WorkDesk', 'Bookcase']"
"[11.0, 12.0, 2.0, 2.0, 1.0, 1.5, 0.5, 0.5, 2.5, 2.0, 2.5, 1.0, 0.0, 0.0]","[0.9000361750557457, 0.3588220525793606, 4.348403276503245, 9.292702538773801, 2.5218907957588774, 3.1469491016319138, 4.901222484760022, 2.7656932896898248, 7.434389842192797, 5.39273991147463, 0.0, 0.0]","['Closet', 'Chest', 'FloorLamp', 'Couch', 'Bookcase']"
"[11.0, 9.0, 1.5, 1.0, 2.5, 1.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.4062009239063349, 6.558520604733078, 6.656639272293994, 7.653554034701619, 1.3485316485777559, 2.3756824217604615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Bookcase', 'Couch']"
"[12.0, 11.0, 1.5, 1.0, 1.0, 1.5, 1.0, 2.5, 2.0, 2.0, 2.5, 2.0, 0.0, 0.0]","[0.102544251402089, 9.25857972727316, 1.440992573124569, 0.9680966712540442, 8.360141521865767, 2.301704682718029, 5.021690065529947, 6.35405898855516, 0.019978535297415445, 2.7501833242854525, 0.0, 0.0]","['Chest', 'WorkDesk', 'Bookcase', 'Closet', 'Couch']"
"[10.0, 10.0, 2.0, 1.5, 0.5, 0.5, 2.5, 2.0, 2.0, 2.0, 1.0, 2.5, 0.0, 0.0]","[6.477056142149164, 1.5927277257632935, 4.0248456875155165, 0.3877252699852043, 2.401291987799915, 3.5282147379782227, 7.314656852208807, 6.9485921812649485, 8.643737339114075, 1.4102626350497993, 0.0, 0.0]","['CoffeeTable', 'FloorLamp', 'Couch', 'Closet', 'Bookcase']"
"[12.0, 10.0, 1.0, 2.5, 1.0, 2.0, 2.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[3.977856315653186, 1.830758358920698, 2.0213099890649384, 0.41835564413817483, 6.573460228398585, 0.5524152965134617, 9.415699928497812, 0.463339360595304, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'MediaUnit', 'Closet', 'Chest']"
"[11.0, 12.0, 1.0, 2.5, 1.0, 1.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.471805501170206, 4.20897466025628, 3.27388264203756, 8.32621529968591, 5.369089743131435, 2.5794132745036724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Armchair', 'WorkDesk']"
"[11.0, 8.0, 1.0, 2.5, 1.5, 1.0, 1.0, 1.0, 1.0, 1.5, 2.0, 2.0, 0.0, 0.0]","[8.134958239269887, 4.368525681947593, 4.460770497713125, 1.0095500847453318, 5.161437260926353, 4.415191238614855, 2.62751914065688, 2.882873608795765, 5.440769750263357, 2.0141590271646868, 0.0, 0.0]","['Bookcase', 'Chest', 'Armchair', 'WorkDesk', 'Closet']"
"[10.0, 9.0, 2.5, 1.0, 2.0, 1.0, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5922208078667928, 3.6176479085143622, 5.662753785464676, 3.2991913109525006, 0.8784231588327414, 5.3848634066642695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'MediaUnit', 'CoffeeTable']"
"[9.0, 12.0, 0.5, 0.5, 1.5, 1.0, 2.0, 2.0, 2.5, 2.0, 1.5, 1.0, 0.0, 0.0]","[4.4002720917258875, 8.783071743911103, 1.3442780367744214, 2.4330129253668527, 5.759722432650609, 1.5269113242009535, 0.06106648714300417, 6.0672769730197595, 4.069239863693471, 1.5399207779939266, 0.0, 0.0]","['FloorLamp', 'WorkDesk', 'Closet', 'Couch', 'Chest']"
"[8.0, 12.0, 1.0, 1.0, 2.0, 1.5, 2.0, 1.0, 2.5, 1.0, 1.0, 1.5, 0.0, 0.0]","[6.723653924261812, 2.4956521274771903, 0.4817700973000121, 7.2210744935377855, 3.589653798341665, 4.910440013290037, 3.5352547679982678, 6.13631544958999, 0.5011815261020025, 1.8530246976296516, 0.0, 0.0]","['Armchair', 'CoffeeTable', 'MediaUnit', 'Bookcase', 'WorkDesk']"
"[10.0, 8.0, 1.0, 1.0, 2.0, 2.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.5969724773041403, 6.3067530819612685, 7.948470460905867, 4.427169779446699, 4.763729888052359, 4.498360975290703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Couch', 'Bookcase']"
"[12.0, 10.0, 1.0, 1.5, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.2657473431678645, 7.322833025445891, 7.632875824003409, 9.226101670993957, 0.784919057376507, 7.940347917202099, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'FloorLamp', 'Chest']"
"[9.0, 9.0, 1.0, 2.5, 2.0, 2.5, 0.5, 0.5, 1.0, 1.5, 2.0, 2.0, 0.0, 0.0]","[3.0968618127331444, 1.4907260567888452, 1.2472333920399117, 4.125822101011904, 7.081168360461412, 3.3021744613626876, 6.4368650182916065, 4.7344711081741835, 5.200620583550935, 0.9270218861986037, 0.0, 0.0]","['Bookcase', 'Couch', 'FloorLamp', 'Chest', 'Closet']"
"[11.0, 10.0, 0.5, 0.5, 2.0, 1.5, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.23924027577374, 4.692954161957217, 0.21767170802865166, 6.224263031979851, 5.737736652724873, 0.3415904728523539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'CoffeeTable', 'Chest']"
"[11.0, 10.0, 2.0, 2.0, 1.5, 2.0, 1.0, 2.0, 1.5, 1.0, 1.0, 2.5, 1.0, 1.5]","[1.5956479971745212, 7.5555092357968325, 7.722698793936547, 1.0165647748137383, 1.7550654256512943, 0.524844813858734, 6.919895130989356, 7.103577865192809, 5.290333913468186, 0.7430900384691519, 1.4216971784930943, 4.870027462563266]","['Closet', 'CoffeeTable', 'MediaUnit', 'WorkDesk', 'Bookcase', 'Chest']"
"[10.0, 9.0, 0.5, 0.5, 2.0, 2.0, 1.5, 1.0, 2.5, 2.0, 1.0, 1.5, 0.0, 0.0]","[2.1591926700524153, 3.90275468768504, 4.77379879236437, 3.5273060794319284, 3.004826343324925, 1.2201404167977081, 0.5320938105138526, 5.907614352284598, 5.569056849545153, 5.656064260970449, 0.0, 0.0]","['FloorLamp', 'Closet', 'Chest', 'Couch', 'WorkDesk']"
"[12.0, 12.0, 2.0, 2.0, 0.5, 0.5, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.948115887365667, 5.674244942953988, 5.164021982906366, 4.469858610002866, 5.635229597575545, 2.234882276991321, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Closet', 'FloorLamp', 'MediaUnit']"
"[10.0, 8.0, 0.5, 0.5, 1.5, 1.0, 2.0, 1.5, 2.0, 2.5, 2.5, 1.0, 0.0, 0.0]","[8.873219604452084, 4.004813613804666, 6.304643699163735, 3.841409343311656, 2.511331918114972, 3.5862071182336637, 6.600826704193588, 0.29991320682075157, 7.147966208108121, 5.276220892819637, 0.0, 0.0]","['FloorLamp', 'WorkDesk', 'CoffeeTable', 'Couch', 'Bookcase']"
"[10.0, 11.0, 1.0, 1.0, 1.5, 1.0, 1.5, 1.0, 0.5, 0.5, 2.0, 2.0, 0.0, 0.0]","[2.7918136125625344, 6.749016251122072, 5.583995142474309, 2.377346420811582, 0.7214631468100263, 5.053328963881004, 4.3261455562053355, 9.65278121981046, 3.468006065220978, 0.8211485277952877, 0.0, 0.0]","['Armchair', 'Chest', 'WorkDesk', 'FloorLamp', 'Closet']"
"[9.0, 10.0, 1.5, 1.0, 1.0, 1.5, 2.5, 1.0, 2.5, 2.0, 0.5, 0.5, 1.0, 1.0]","[1.657375669468607, 3.3687398783180003, 0.2549866456125889, 1.3332892482671186, 3.191033217167636, 4.872008416882293, 5.9619725965209085, 3.8440581521139805, 5.94802839215337, 6.741785112997024, 1.9322021523452353, 7.076627932404033]","['WorkDesk', 'Chest', 'Bookcase', 'Couch', 'FloorLamp', 'Armchair']"
"[12.0, 8.0, 1.0, 2.5, 0.5, 0.5, 1.5, 1.0, 1.5, 2.0, 2.0, 1.0, 0.0, 0.0]","[1.4284457706605522, 1.2853223281738202, 8.89012194084539, 2.418512409316139, 4.125596523650017, 4.91658106367544, 5.776574696660957, 4.470694830198719, 9.572010523020106, 6.290483805955621, 0.0, 0.0]","['Bookcase', 'FloorLamp', 'Chest', 'CoffeeTable', 'MediaUnit']"
"[10.0, 8.0, 1.0, 1.5, 2.0, 1.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.8114931960604386, 5.188064919877139, 3.681189516606958, 0.6495638409723095, 0.12150130154590322, 2.5720268586326682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'CoffeeTable', 'Closet']"
"[11.0, 11.0, 1.0, 1.5, 1.0, 2.0, 2.0, 1.5, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.3496068160756534, 3.286133175460809, 8.204192363568236, 1.3926062019742038, 1.6448336033388786, 8.727270272245077, 1.4750270132581829, 5.653786573025336, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'MediaUnit', 'CoffeeTable', 'Bookcase']"
"[10.0, 11.0, 1.0, 2.5, 1.5, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.3398901211595904, 6.512255960492446, 0.31916438136617153, 5.003815928689744, 6.8750805318310695, 3.744322184834286, 2.770955341324828, 1.5502617265944574, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Chest', 'Closet', 'Armchair']"
"[11.0, 12.0, 2.0, 2.5, 1.0, 1.0, 1.0, 1.5, 1.0, 2.0, 2.0, 2.0, 0.5, 0.5]","[6.660192097032868, 7.3049327293273265, 4.1579185070723685, 2.1290759947548845, 1.2130920321970717, 3.98119651551742, 3.836114612183418, 4.336067529926621, 1.9439253822165337, 8.075529278488835, 10.298553085575726, 2.683489022445437]","['Couch', 'Armchair', 'WorkDesk', 'MediaUnit', 'Closet', 'FloorLamp']"
"[10.0, 10.0, 1.0, 2.0, 2.0, 2.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.0590312604786, 5.486797939872135, 6.330789900108856, 6.909636830506177, 3.2101769002221867, 8.215710282581254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'FloorLamp']"
"[11.0, 11.0, 1.0, 2.0, 1.0, 1.0, 0.5, 0.5, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.3569039262419507, 0.3598495679608209, 0.35094028647450815, 1.333331299373588, 1.9238745426812076, 1.7030927028616891, 1.1765583209339852, 3.2680296253397256, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Armchair', 'FloorLamp', 'Bookcase']"
"[9.0, 10.0, 1.0, 1.5, 2.0, 2.5, 1.0, 2.5, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[5.347739000298671, 2.200362270055082, 2.472160606071858, 1.3856872792823818, 3.4244436207765547, 5.063076599897357, 5.445549943754418, 0.5348392792218185, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Couch', 'Bookcase', 'MediaUnit']"
"[8.0, 10.0, 1.0, 2.0, 1.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.882428976666429, 3.387911710256877, 5.306041677827381, 3.309801760401708, 6.730600326950376, 7.038041545916397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Chest', 'FloorLamp']"
"[12.0, 8.0, 2.5, 2.0, 0.5, 0.5, 1.0, 2.5, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[5.397710405925865, 0.9831805575288093, 9.989887636824443, 0.05413926014329523, 2.364156983766311, 3.392424668913456, 7.0660356905949975, 4.155170713406808, 0.0, 0.0, 0.0, 0.0]","['Couch', 'FloorLamp', 'Bookcase', 'CoffeeTable']"
"[10.0, 8.0, 2.0, 1.5, 0.5, 0.5, 1.0, 1.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[3.483863185795091, 2.653357043976993, 9.470453692573392, 1.2744593737743017, 1.0264836908635737, 5.0323690354270525, 6.944595500895965, 2.4423500075922986, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'FloorLamp', 'Armchair', 'Couch']"
"[12.0, 11.0, 1.0, 1.5, 0.5, 0.5, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[10.67312100792813, 3.2410301116324787, 8.350515286665264, 1.0162191131791316, 7.562719771946121, 8.871870663205245, 0.30884332992264785, 1.7953466541377119, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'FloorLamp', 'Armchair', 'Closet']"
"[12.0, 10.0, 2.5, 1.0, 1.5, 1.0, 1.0, 1.5, 2.0, 1.0, 0.5, 0.5, 0.0, 0.0]","[8.452773611440573, 6.5681977851334, 3.220820036261412, 2.1613793902665352, 9.05389287305371, 5.049281046938742, 5.428631471923233, 1.7738928912540874, 6.618202585036977, 1.2710253687354143, 0.0, 0.0]","['Bookcase', 'WorkDesk', 'Chest', 'MediaUnit', 'FloorLamp']"
"[9.0, 9.0, 1.0, 2.5, 0.5, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.386901314122085, 5.85600825395708, 4.038050363808266, 3.714709383854817, 3.6177896713950535, 6.630344353511908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'FloorLamp', 'Armchair']"
"[12.0, 10.0, 2.5, 1.0, 2.0, 1.5, 1.0, 1.5, 2.5, 2.0, 0.5, 0.5, 2.0, 2.0]","[1.0947047716757285, 1.009639904206114, 9.286910293783855, 7.985251953952361, 4.488221976822541, 8.358169203782888, 2.658468146628227, 4.082578472491282, 0.5135336516782932, 7.947419998216101, 8.064282922063901, 2.3062417331130973]","['Bookcase', 'CoffeeTable', 'WorkDesk', 'Couch', 'FloorLamp', 'Closet']"
"[10.0, 8.0, 1.0, 1.0, 2.0, 2.5, 1.0, 2.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[1.1798535849598455, 5.215684731414345, 3.8138930020788253, 1.5030330631014666, 8.030000121678956, 1.0922020611257262, 9.093308219037533, 5.788904504951493, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Couch', 'Bookcase', 'FloorLamp']"
"[8.0, 11.0, 2.0, 1.0, 0.5, 0.5, 1.0, 1.5, 1.5, 1.0, 2.0, 1.5, 0.0, 0.0]","[4.942900657496987, 7.858176191851198, 2.221783723590606, 2.1621134281838756, 4.998140466471417, 9.377621412196447, 0.7632352218885368, 0.3512357597138771, 2.73881082149187, 4.507564822868078, 0.0, 0.0]","['MediaUnit', 'FloorLamp', 'WorkDesk', 'Chest', 'CoffeeTable']"
"[11.0, 12.0, 0.5, 0.5, 2.0, 2.5, 1.0, 1.0, 1.5, 1.0, 1.0, 1.5, 0.0, 0.0]","[10.386612161290378, 3.90452150339948, 7.041032637829604, 5.512781687383075, 1.8284067271965798, 8.933546175660156, 3.7932937052526152, 2.073661344146764, 9.706806412707548, 4.504695171862586, 0.0, 0.0]","['FloorLamp', 'Couch', 'Armchair', 'WorkDesk', 'Chest']"
"[10.0, 9.0, 1.0, 2.0, 2.0, 2.5, 2.0, 1.5, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0]","[2.4547039570342144, 6.651294050352879, 1.4403802724240515, 0.9458419085066572, 5.216196533985325, 5.370022053459405, 7.515526874230816, 8.042648050298194, 4.735616666776251, 3.398773067609225, 0.0, 0.0]","['MediaUnit', 'Couch', 'CoffeeTable', 'FloorLamp', 'WorkDesk']"
"[8.0, 8.0, 2.0, 1.5, 2.5, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.7994715008351547, 6.339277196000532, 5.432473889562408, 5.21765608540204, 5.791135706389965, 2.588463315018192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['CoffeeTable', 'Couch', 'MediaUnit']"
"[8.0, 8.0, 1.0, 2.0, 2.0, 2.5, 1.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[2.215275296372487, 5.988645728853122, 4.138153414361134, 1.2346506123064906, 4.1918943468753325, 6.3926005785397715, 4.263958863114768, 0.005308528047138883, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Couch', 'Chest', 'Armchair']"
"[8.0, 8.0, 1.5, 1.0, 2.0, 2.0, 0.5, 0.5, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[4.890957979229276, 6.594935711001462, 5.22698828056999, 0.7219217552805748, 5.681091944696411, 5.409350445099377, 1.161091636481629, 3.0521419349735996, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Closet', 'FloorLamp', 'Couch']"
"[12.0, 9.0, 1.5, 1.0, 0.5, 0.5, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0707988000016375, 3.9756467042565413, 8.990396860732046, 6.999936635684005, 6.599036569690757, 5.729026544500831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'FloorLamp', 'Couch']"
"[12.0, 10.0, 2.0, 1.0, 0.5, 0.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5469227045464105, 2.59955579981063, 6.558995838782211, 6.984497239396168, 1.6638585965309416, 7.718636121014251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'FloorLamp', 'Closet']"
"[10.0, 9.0, 1.5, 2.0, 0.5, 0.5, 1.0, 2.5, 1.0, 2.0, 2.0, 2.0, 1.5, 1.0]","[0.10235505329366351, 0.1910987290433669, 8.415689566440232, 5.728220821256632, 6.58446438382962, 5.763908828545536, 1.0783479369245668, 3.019819853001443, 3.2581880980224227, 5.659770034198827, 7.410563661600815, 2.317092041413095]","['CoffeeTable', 'FloorLamp', 'Bookcase', 'MediaUnit', 'Closet', 'Chest']"
"[10.0, 11.0, 2.0, 1.0, 2.0, 2.0, 2.5, 1.0, 1.0, 1.0, 2.0, 2.5, 0.0, 0.0]","[7.1684372938985, 9.864608063067523, 6.476949719350173, 4.145869277704694, 5.294322914476364, 1.8165999609200911, 6.737617013400172, 0.27370054486582474, 2.6211034406329894, 2.576179328157326, 0.0, 0.0]","['MediaUnit', 'Closet', 'Bookcase', 'Armchair', 'Couch']"
"[8.0, 12.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.5, 2.0, 0.5, 0.5, 1.5, 1.0]","[3.1389705045786394, 8.294134429336314, 1.3622419401678856, 8.591606340810415, 4.528308482060091, 1.2366638855204029, 4.1268877812338625, 3.505239947030282, 1.5451788103087727, 8.003816320084786, 1.63350059307013, 1.6023361960139195]","['Closet', 'Armchair', 'MediaUnit', 'Couch', 'FloorLamp', 'Chest']"
"[9.0, 11.0, 1.5, 1.0, 1.0, 1.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.7920939995577614, 5.728711864378484, 7.560269811363426, 1.0532057888573543, 3.4502169683808517, 2.1740076124813434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Armchair', 'Couch']"
"[12.0, 9.0, 1.0, 1.5, 1.5, 2.0, 2.0, 2.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[7.360255261406788, 5.468313277064327, 8.504645210823588, 0.12320393474668256, 0.9710881602598243, 4.914142200501984, 9.451707170952197, 2.4001485011926396, 0.0, 0.0, 0.0, 0.0]","['Chest', 'CoffeeTable', 'Couch', 'Closet']"
